227947598,2026-06-14T15:10:15.510307
227948785,2026-06-14T15:10:15.511608
227949877,2026-06-14T15:10:15.512248
227950541,2026-06-14T15:10:15.512773
227950709,2026-06-14T15:10:15.513441
227951185,2026-06-14T15:10:15.514367
227951897,2026-06-14T15:10:15.514990
227952417,2026-06-14T15:10:15.515700
227952844,2026-06-14T15:10:15.516165
227953118,2026-06-14T15:10:15.516805
227953588,2026-06-14T15:10:15.517164
227953787,2026-06-14T15:10:15.517502
227954105,2026-06-14T15:10:15.517822
227954362,2026-06-14T15:10:15.518148
227954622,2026-06-14T15:10:15.518476
227954891,2026-06-14T15:10:15.518787
227955118,2026-06-14T15:10:15.519873
227955413,2026-06-14T15:10:15.520843
227956480,2026-06-14T15:10:15.521389
227956893,2026-06-14T15:10:15.522211
227957496,2026-06-14T15:10:15.522728
227958016,2026-06-14T15:10:15.523484
227958653,2026-06-14T15:10:15.524045
227959006,2026-06-14T15:10:15.524390
227959317,2026-06-14T15:10:15.524915
227959738,2026-06-14T15:10:15.525444
227960057,2026-06-14T15:10:15.526032
227960209,2026-06-14T15:10:15.526460
227960515,2026-06-14T15:10:15.526922
227960769,2026-06-14T15:10:15.527594
227961060,2026-06-14T15:10:15.528151
227961338,2026-06-14T15:10:15.528725
227961649,2026-06-14T15:10:15.530064
227961882,2026-06-14T15:10:15.530666
227962568,2026-06-14T15:10:15.531136
227963070,2026-06-14T15:10:15.531752
227963489,2026-06-14T15:10:15.532386
227964135,2026-06-14T15:10:15.533110
227964611,2026-06-14T15:10:15.533652
227964847,2026-06-14T15:10:15.535001
227965502,2026-06-14T15:10:15.536141
227966798,2026-06-14T15:10:15.538427
227968909,2026-06-14T15:10:15.539814
227970932,2026-06-14T15:10:15.540661
227971619,2026-06-14T15:10:15.541813
227972440,2026-06-14T15:10:15.542692
227973552,2026-06-14T15:10:15.543695
227974453,2026-06-14T15:10:15.544896
227975511,2026-06-14T15:10:15.545582
227976723,2026-06-14T15:10:15.546439
227977118,2026-06-14T15:10:15.546984
227977924,2026-06-14T15:10:15.547639
227978571,2026-06-14T15:10:15.548240
227978913,2026-06-14T15:10:15.549403
227979383,2026-06-14T15:10:15.549936
227980215,2026-06-14T15:10:15.550509
227980733,2026-06-14T15:10:15.550997
227981007,2026-06-14T15:10:15.551548
227981304,2026-06-14T15:10:15.552144
227981585,2026-06-14T15:10:15.552982
227982065,2026-06-14T15:10:15.553567
227982493,2026-06-14T15:10:15.554646
227983357,2026-06-14T15:10:15.555523
227984108,2026-06-14T15:10:15.556774
227984807,2026-06-14T15:10:15.558259
227986057,2026-06-14T15:10:15.558589
227987617,2026-06-14T15:11:23.584404
233821582,2026-06-14T15:14:45.627457
239179932,2026-06-14T15:18:43.676399
244575746,2026-06-14T15:21:30.715071
249831168,2026-06-14T15:24:44.757605
255131140,2026-06-14T15:24:44.759964
255131188,2026-06-14T15:28:26.807525
260548861,2026-06-14T15:35:42.885280
266021084,2026-06-14T15:40:02.937128
271272025,2026-06-14T15:48:43.026686
276749581,2026-06-14T15:48:43.028268
276749752,2026-06-14T15:52:03.070023
282016864,2026-06-14T15:53:57.100321
287375958,2026-06-14T15:57:21.143872
292736102,2026-06-14T16:07:59.247724
298030931,2026-06-14T16:12:59.308553
303278046,2026-06-14T16:17:28.369436
308878356,2026-06-14T16:21:23.427838
314195789,2026-06-14T16:24:39.477283
319546115,2026-06-14T16:27:11.531165
325172654,2026-06-14T16:27:11.532496
325190358,2026-06-14T16:28:05.553629
330501134,2026-06-14T16:28:05.555137
330501166,2026-06-14T16:31:10.536294
